Image type	Feature Class	Feature Name	ROI_24_segment_Mass
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4
diagnostics	Versions	SimpleITK	2.2.0rc2.dev368
diagnostics	Versions	PyWavelet	1.5.0
diagnostics	Versions	Python	3.9.10
diagnostics	Configuration	Settings	{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': [1.0, 1.0, 1.0], 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}
diagnostics	Configuration	EnabledImageTypes	{'Original': {}, 'Wavelet': {}}
diagnostics	Image-original	Hash	901c4811cdc4778b070f1def2c6f105de37d8966
diagnostics	Image-original	Dimensionality	3D
diagnostics	Image-original	Spacing	(0.6055, 0.6055, 2.0)
diagnostics	Image-original	Size	(512, 512, 116)
diagnostics	Image-original	Mean	72.09923609371843
diagnostics	Image-original	Minimum	0.0
diagnostics	Image-original	Maximum	1422.0
diagnostics	Mask-original	Hash	622971acd1180e8a423df1f6e8d5facc5ed5c635
diagnostics	Mask-original	Spacing	(0.6055, 0.6055, 2.0)
diagnostics	Mask-original	Size	(512, 512, 116)
diagnostics	Mask-original	BoundingBox	(381, 291, 54, 8, 19, 3)
diagnostics	Mask-original	VoxelNum	162
diagnostics	Mask-original	VolumeNum	4
diagnostics	Mask-original	CenterOfMassIndex	(384.35185185185185, 298.9320987654321, 54.82098765432099)
diagnostics	Mask-original	CenterOfMass	(-80.2590462962963, -12.64738580246916, -1.455024691358048)
diagnostics	Image-interpolated	Spacing	(1.0, 1.0, 1.0)
diagnostics	Image-interpolated	Size	(17, 24, 17)
diagnostics	Image-interpolated	Mean	233.2722029988466
diagnostics	Image-interpolated	Minimum	12.0
diagnostics	Image-interpolated	Maximum	490.0
diagnostics	Mask-interpolated	Spacing	(1.0, 1.0, 1.0)
diagnostics	Mask-interpolated	Size	(17, 24, 17)
diagnostics	Mask-interpolated	BoundingBox	(6, 7, 6, 5, 11, 6)
diagnostics	Mask-interpolated	VoxelNum	114
diagnostics	Mask-interpolated	VolumeNum	2
diagnostics	Mask-interpolated	CenterOfMassIndex	(7.43859649122807, 10.75438596491228, 8.078947368421053)
diagnostics	Mask-interpolated	CenterOfMass	(-80.16984649122806, -12.595635964912312, -1.5180526315789695)
diagnostics	Mask-interpolated	Mean	358.70175438596493
diagnostics	Mask-interpolated	Minimum	232.0
diagnostics	Mask-interpolated	Maximum	490.0
original	shape	Elongation	0.6203799488369955
original	shape	Flatness	0.36429951802516575
original	shape	LeastAxisLength	3.589030765242819
original	shape	MajorAxisLength	9.851868003280996
original	shape	Maximum2DDiameterColumn	6.708203932499369
original	shape	Maximum2DDiameterRow	11.045361017187261
original	shape	Maximum2DDiameterSlice	11.180339887498949
original	shape	Maximum3DDiameter	11.575836902790225
original	shape	MeshVolume	99.625
original	shape	MinorAxisLength	6.111901367824299
original	shape	Sphericity	0.6030794578053755
original	shape	SurfaceArea	172.3277211799671
original	shape	SurfaceVolumeRatio	1.729763826147725
original	shape	VoxelVolume	114.0
original	firstorder	10Percentile	277.0
original	firstorder	90Percentile	431.7
original	firstorder	Energy	15020434.0
original	firstorder	Entropy	3.132363302772974
