Image type	Feature Class	Feature Name	ROI_23_segment_Mass
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4
diagnostics	Versions	SimpleITK	2.2.0rc2.dev368
diagnostics	Versions	PyWavelet	1.5.0
diagnostics	Versions	Python	3.9.10
diagnostics	Configuration	Settings	{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': [1.0, 1.0, 1.0], 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}
diagnostics	Configuration	EnabledImageTypes	{'Original': {}, 'Wavelet': {}}
diagnostics	Image-original	Hash	f9e0efa8393d99218c628cc6f62b6ab4f55b3634
diagnostics	Image-original	Dimensionality	3D
diagnostics	Image-original	Spacing	(0.6835999999999999, 0.6835999999999999, 2.099999999999999)
diagnostics	Image-original	Size	(512, 512, 116)
diagnostics	Image-original	Mean	42.47774686484501
diagnostics	Image-original	Minimum	0.0
diagnostics	Image-original	Maximum	861.0
diagnostics	Mask-original	Hash	8a6479766f7c433afad504f7492922ba60cca1c7
diagnostics	Mask-original	Spacing	(0.6835999999999999, 0.6835999999999999, 2.099999999999999)
diagnostics	Mask-original	Size	(512, 512, 116)
diagnostics	Mask-original	BoundingBox	(398, 286, 29, 7, 11, 3)
diagnostics	Mask-original	VoxelNum	50
diagnostics	Mask-original	VolumeNum	1
diagnostics	Mask-original	CenterOfMassIndex	(401.08, 293.02, 30.08)
diagnostics	Mask-original	CenterOfMass	(-103.70328799999999, -22.72347199999996, -58.556999999999995)
diagnostics	Image-interpolated	Spacing	(1.0, 1.0, 1.0)
diagnostics	Image-interpolated	Size	(17, 19, 19)
diagnostics	Image-interpolated	Mean	68.02216066481995
diagnostics	Image-interpolated	Minimum	0.0
diagnostics	Image-interpolated	Maximum	279.0
diagnostics	Mask-interpolated	Spacing	(1.0, 1.0, 1.0)
diagnostics	Mask-interpolated	Size	(17, 19, 19)
diagnostics	Mask-interpolated	BoundingBox	(6, 6, 7, 5, 7, 6)
diagnostics	Mask-interpolated	VoxelNum	38
diagnostics	Mask-interpolated	VolumeNum	1
diagnostics	Mask-interpolated	CenterOfMassIndex	(7.894736842105263, 10.263157894736842, 9.605263157894736)
diagnostics	Mask-interpolated	CenterOfMass	(-103.57793684210532, -22.836357894736885, -58.66973684210524)
diagnostics	Mask-interpolated	Mean	138.60526315789474
diagnostics	Mask-interpolated	Minimum	23.0
diagnostics	Mask-interpolated	Maximum	242.0
original	shape	Elongation	0.47871496800145324
original	shape	Flatness	0.3860775337736135
original	shape	LeastAxisLength	3.1072609074292745
original	shape	MajorAxisLength	8.048282108151097
original	shape	Maximum2DDiameterColumn	5.0990195135927845
original	shape	Maximum2DDiameterRow	8.602325267042627
original	shape	Maximum2DDiameterSlice	6.082762530298219
original	shape	Maximum3DDiameter	8.660254037844387
original	shape	MeshVolume	31.291666666666668
original	shape	MinorAxisLength	3.8528331118702215
original	shape	Sphericity	0.6461248117957583
original	shape	SurfaceArea	74.32247598388776
original	shape	SurfaceVolumeRatio	2.3751523616688495
original	shape	VoxelVolume	38.0
original	firstorder	10Percentile	86.5
original	firstorder	90Percentile	203.90000000000006
original	firstorder	Energy	821915.0
