Image type	Feature Class	Feature Name	ROI_9_segment_Mass
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4
diagnostics	Versions	SimpleITK	2.2.0rc2.dev368
diagnostics	Versions	PyWavelet	1.5.0
diagnostics	Versions	Python	3.9.10
diagnostics	Configuration	Settings	{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': [1.0, 1.0, 1.0], 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}
diagnostics	Configuration	EnabledImageTypes	{'Original': {}, 'Wavelet': {}}
diagnostics	Image-original	Hash	5a7320b01c7eb3965a8ebfadb823cc6f1ceb5b52
diagnostics	Image-original	Dimensionality	3D
diagnostics	Image-original	Spacing	(0.6445, 0.6445, 2.0)
diagnostics	Image-original	Size	(512, 512, 116)
diagnostics	Image-original	Mean	49.49289358073268
diagnostics	Image-original	Minimum	0.0
diagnostics	Image-original	Maximum	1068.0
diagnostics	Mask-original	Hash	2cb89aacc851c996970fc482731faba2fa2c991a
diagnostics	Mask-original	Spacing	(0.6445, 0.6445, 2.0)
diagnostics	Mask-original	Size	(512, 512, 116)
diagnostics	Mask-original	BoundingBox	(310, 386, 46, 35, 23, 4)
diagnostics	Mask-original	VoxelNum	695
diagnostics	Mask-original	VolumeNum	7
diagnostics	Mask-original	CenterOfMassIndex	(330.1035971223022, 396.7971223021583, 47.45755395683453)
diagnostics	Mask-original	CenterOfMass	(-52.25676834532371, -105.69274532374095, -23.98689208633094)
diagnostics	Image-interpolated	Spacing	(1.0, 1.0, 1.0)
diagnostics	Image-interpolated	Size	(35, 27, 19)
diagnostics	Image-interpolated	Mean	87.66694514062935
diagnostics	Image-interpolated	Minimum	-11.0
diagnostics	Image-interpolated	Maximum	573.0
diagnostics	Mask-interpolated	Spacing	(1.0, 1.0, 1.0)
diagnostics	Mask-interpolated	Size	(35, 27, 19)
diagnostics	Mask-interpolated	BoundingBox	(6, 6, 6, 22, 15, 8)
diagnostics	Mask-interpolated	VoxelNum	558
diagnostics	Mask-interpolated	VolumeNum	3
diagnostics	Mask-interpolated	CenterOfMassIndex	(18.34767025089606, 12.555555555555555, 9.353046594982079)
diagnostics	Mask-interpolated	CenterOfMass	(-52.030420250896, -105.6903055555555, -24.048953405017922)
diagnostics	Mask-interpolated	Mean	234.8189964157706
diagnostics	Mask-interpolated	Minimum	15.0
diagnostics	Mask-interpolated	Maximum	573.0
original	shape	Elongation	0.49826458984981237
original	shape	Flatness	0.36634509618610933
original	shape	LeastAxisLength	7.605083546052994
original	shape	MajorAxisLength	20.75934310361148
original	shape	Maximum2DDiameterColumn	20.223748416156685
original	shape	Maximum2DDiameterRow	12.36931687685298
original	shape	Maximum2DDiameterSlice	23.40939982143925
original	shape	Maximum3DDiameter	23.430749027719962
original	shape	MeshVolume	519.2083333333334
original	shape	MinorAxisLength	10.343645577072506
original	shape	Sphericity	0.4039697599192711
original	shape	SurfaceArea	773.3267584918713
original	shape	SurfaceVolumeRatio	1.4894344116687994
original	shape	VoxelVolume	558.0
original	firstorder	10Percentile	82.0
original	firstorder	90Percentile	377.3
original	firstorder	Energy	38166335.0
original	firstorder	Entropy	4.167812515842563
