Image type	Feature Class	Feature Name	ROI_22_segment_Mass
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4
diagnostics	Versions	SimpleITK	2.2.0rc2.dev368
diagnostics	Versions	PyWavelet	1.5.0
diagnostics	Versions	Python	3.9.10
diagnostics	Configuration	Settings	{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': [1.0, 1.0, 1.0], 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}
diagnostics	Configuration	EnabledImageTypes	{'Original': {}, 'Wavelet': {}}
diagnostics	Image-original	Hash	ce2fd71d41510410a8cfcc65f33485ab56603205
diagnostics	Image-original	Dimensionality	3D
diagnostics	Image-original	Spacing	(0.6641, 0.6641, 2.0)
diagnostics	Image-original	Size	(512, 512, 116)
diagnostics	Image-original	Mean	64.86500749916866
diagnostics	Image-original	Minimum	0.0
diagnostics	Image-original	Maximum	1615.0
diagnostics	Mask-original	Hash	683870a8de78be736075116cbbfc165f860143fe
diagnostics	Mask-original	Spacing	(0.6641, 0.6641, 2.0)
diagnostics	Mask-original	Size	(512, 512, 116)
diagnostics	Mask-original	BoundingBox	(129, 258, 42, 17, 21, 5)
diagnostics	Mask-original	VoxelNum	570
diagnostics	Mask-original	VolumeNum	2
diagnostics	Mask-original	CenterOfMassIndex	(136.81578947368422, 267.3228070175439, 44.112280701754386)
diagnostics	Mask-original	CenterOfMass	(76.85763421052631, 12.62692385964911, -22.59243859649122)
diagnostics	Image-interpolated	Spacing	(1.0, 1.0, 1.0)
diagnostics	Image-interpolated	Size	(23, 25, 21)
diagnostics	Image-interpolated	Mean	110.00712215320911
diagnostics	Image-interpolated	Minimum	7.0
diagnostics	Image-interpolated	Maximum	393.0
diagnostics	Mask-interpolated	Spacing	(1.0, 1.0, 1.0)
diagnostics	Mask-interpolated	Size	(23, 25, 21)
diagnostics	Mask-interpolated	BoundingBox	(6, 5, 6, 10, 14, 10)
diagnostics	Mask-interpolated	VoxelNum	504
diagnostics	Mask-interpolated	VolumeNum	2
diagnostics	Mask-interpolated	CenterOfMassIndex	(10.65079365079365, 11.408730158730158, 10.626984126984127)
diagnostics	Mask-interpolated	CenterOfMass	(76.89825634920638, 12.579319841269857, -22.690015873015867)
diagnostics	Mask-interpolated	Mean	118.66666666666667
diagnostics	Mask-interpolated	Minimum	18.0
diagnostics	Mask-interpolated	Maximum	393.0
original	shape	Elongation	0.5948261650255118
original	shape	Flatness	0.502419931292426
original	shape	LeastAxisLength	6.9730665136707985
original	shape	MajorAxisLength	13.878960764421247
original	shape	Maximum2DDiameterColumn	11.180339887498949
original	shape	Maximum2DDiameterRow	14.7648230602334
original	shape	Maximum2DDiameterSlice	12.806248474865697
original	shape	Maximum3DDiameter	16.15549442140351
original	shape	MeshVolume	485.5833333333333
original	shape	MinorAxisLength	8.255569006040236
original	shape	Sphericity	0.657832594195115
original	shape	SurfaceArea	454.16247833624215
original	shape	SurfaceVolumeRatio	0.9352925587840923
original	shape	VoxelVolume	504.0
original	firstorder	10Percentile	48.0
original	firstorder	90Percentile	273.49999999999994
original	firstorder	Energy	10863442.0
original	firstorder	Entropy	3.134809119505466
